key,en,ar
SDN-942B86275988-658B34506299-X-7041169,Hashaba,هشب
SDN-942B86275988-658B34506299-X-7037220,Kibaura,كبأر
SDN-942B91082353-658B69021719-X-380973,Abu Dawaya,أب دوي
SDN-942B97552203-658B471537-X-373706,Ḩumayr ar Ru’ūs,حمير الرئوس
SDN-942B86275988-658B58223905-X-374745,Goghana,غوغن
SDN-942B53073919-658B51731802-X-364098,Wad Mereimi,
SDN-942B2883900-658B61672055-X-364908,Um Kheren,أمّ خيرين
SDN-942B53073919-658B51731802-X-7026611,Alfire,Alfire
SDN-942B88867350-658B88867350-X-368945,Nyendachuar,N’endachuar;N'endachuar
SDN-942B2883900-658B27701575-X-366727,Şufrāb,صفراب
SDN-942B93854462-658B67199928-X-8390993,Cherkeriya,
SDN-942B51960613-658B51623620-X-370765,Makraka,مكركا
SDN-942B97861395-658B17388764-X-377106,Buram,برم
SDN-942B97861395-658B72272794-X-6977039,Zaqalona,زقلون
SDN-942B93854462-658B34022269-X-373164,Kadarang,
SDN-942B1690804-658B26313129-X-365015,Umm Hashāb,أمّ هشاب
SDN-942B11858188-658B91076999-X-365034,Umm Hangoga,أمّ هنغوغأ
SDN-942B97552203-658B7044114-X-369183,Niblat al Hajjānah,نبلة الهجّانة
SDN-942B80268870-658B49744868-X-443906,Hillat el Qileia,Hillat el Qileia
SDN-942B1690804-658B72074541-X-379925,Aḩmar,أحمر
SDN-942B91082353-658B90307628-X-371991,Kukuru,ككر
SDN-942B51960613-658B51623620-X-7026204,Al Fiqeda,Al Fiqeda
SDN-942B97552203-658B78689508-X-372642,Kelabna,
SDN-942B1690804-658B26042026-X-365126,Umm Ereida,
SDN-942B53073919-658B31729364-X-7018720,Al Minedrīb,Al Minedrīb
SDN-942B11858188-658B25244734-X-8181667,Al Fao,
SDN-942B1690804-658B28872194-X-365044,Umm Ḩajlīj,أمّ حجليج
SDN-942B53073919-658B31729364-X-378496,Ar Raddah,الردّة
SDN-942B2883900-658B61672055-X-7029362,Kiterāt,Kiterāt
SDN-942B97861395-658B39263773-X-370897,Magolin,مغولن
SDN-942B80268870-658B42379236-X-444110,Kadabas,كدبس
SDN-942B91082353-658B90307628-X-370922,Maqanza,مقنز
SDN-942B80268870-658B49244776-X-378174,Aţ Ţarfāyah,الطرفاية
SDN-942B80268870-658B14038138-X-444084,Saqadi Shariq,سقد شرق
SDN-942B97861395-658B39263773-X-7029438,Tirsōlik,Tirsōlik
SDN-942B86275988-658B42232983-X-366026,Tigla,تغل
SDN-942B53073919-658B95748812-X-378893,Ambireika,
SDN-942B51960613-658B15786683-X-7026250,Wad Al Fadni,ود الفدن
SDN-942B80268870-658B49744868-X-367743,Salāmāt,سلامات
SDN-942B1690804-658B26313129-X-376478,Difa,دف
SDN-942B53073919-658B47689734-X-378386,Ash Shaqq,الشقّ
SDN-942B11096066-658B16705481-X-6992711,Hillat al Widay,هلّة الودي
SDN-942B69992162-658B61272609-X-378221,Ath Thumayd,الثميد
SDN-942B51960613-658B51623620-X-6991693,Hillat al Fikire Kheir,Hillat al Fikire Kheir
SDN-942B69992162-658B61272609-X-375215,Gaibat,غأبت
SDN-942B82453041-658B19894577-X-366124,Tha‘ālibah,ثعالبة
SDN-942B69992162-658B37698204-X-367977,Rubshan,ربشن
SDN-942B91082353-658B282942-X-377489,Belbubulo,
SDN-942B2883900-658B27701575-X-378371,Ash Shaykh Ḩājjū,الشيخ حاجّو
SDN-942B51960613-658B51623620-X-377602,Bashaqra Gharb,بشقر غرب
SDN-942B97861395-658B72272794-X-6977078,Ab Disebi‘,Ab Disebi‘
SDN-942B51960613-658B786718-X-364825,Umm Mulayḩah,أمّ مليحة
SDN-942B93854462-658B67199928-X-8385414,Jabal Kujunung,
SDN-942B82453041-658B53777192-X-377457,Beringil,
SDN-942B51960613-658B51623620-X-379132,Al Mased,المسيد
SDN-942B51960613-658B15786683-X-372331,Kitrah Muḩammadīyah,كترة المحمّديّة
SDN-942B80268870-658B49744868-X-443944,Hillat Tartor,هلّة ترتور
SDN-942B69992162-658B37698204-X-365907,Ţiwāl,طوال
SDN-942B90817386-658B67317721-X-7024888,Al Hajiz,الهجز
SDN-942B3923818-658B20365797-X-365549,Turra,ترّ
SDN-942B69992162-658B74043765-X-381134,‘Abd ar Raḩmān,عبد الرحمان
SDN-942B86275988-658B5901406-X-364514,Umm Ţulayḩ,أمّ طليح
SDN-942B93854462-658B86266976-X-376087,Durinhur,
SDN-942B80268870-658B49744868-X-444020,Ed Dayomab,Ed Dayomab
SDN-942B53073919-658B21898088-X-7026324,Abqar,أبقر
SDN-942B80268870-658B14038138-X-444151,Ab Namel,Ab Namel
SDN-942B3923818-658B4724147-X-7746447,Jamia,جمأ
SDN-942B97861395-658B72272794-X-373907,Ḩawţah,حوطة
SDN-942B86275988-658B34506299-X-7041531,Kunigar,كنغأر
SDN-942B51960613-658B15336674-X-365584,Tumsa,تمس
SDN-942B3923818-658B82603768-X-8385128,Gharaghe,
SDN-942B97552203-658B67351362-X-371937,Kulshabi,كلشب
SDN-942B86275988-658B34506299-X-369529,Nabaqai,نبقإ
SDN-942B11096066-658B86367930-X-444027,Tabya,تبي
SDN-942B6749338-658B55920549-X-367863,Sabu,سب
SDN-942B86275988-658B15910067-X-7041108,Diyeir,
SDN-942B53073919-658B95748812-X-364935,Umm Kadais,أمّ كدإس
SDN-942B51960613-658B59992430-X-7026168,Al Ghannomab,الغنّومب
SDN-942B97552203-658B36248286-X-377451,Bernawi,
SDN-942B53073919-658B44321525-X-6854159,Az Zi‘ef Sibeq,Az Zi‘ef Sibeq
SDN-942B89754425-658B55155001-X-379907,Aiet,
SDN-942B97552203-658B65520291-X-367905,Ruqaybah,رقيبة
SDN-942B11096066-658B16705481-X-6991935,Hillat Kiday,هلّة كدي
SDN-942B3923818-658B23361016-X-376136,Dumbaro,دمبرو
SDN-942B90817386-658B3360231-X-375879,El Hasa Debeira,
SDN-942B51960613-658B21018606-X-7026645,Madbaghat aj Jazira,مدبغة أج جزر
SDN-942B6749338-658B55920549-X-380537,Abu Sari,أب سر
SDN-942B51960613-658B22792001-X-7026034,Jatara,جتر
SDN-942B11096066-658B38962047-X-6991641,Qaryat al Salamanea Sharq,Qaryat al Salamanea Sharq
SDN-942B91082353-658B77704874-X-379249,Al Khatmiyya Gharb,الختميّ غرب
SDN-942B97861395-658B26539632-X-373190,Kabongo,كبونغو
SDN-942B91082353-658B90307628-X-378435,Arugo,أرغو
SDN-942B97861395-658B72272794-X-372501,Khawr Koshi,خور كوش
SDN-942B80268870-658B60481889-X-443914,El Kmer,El Kmer
SDN-942B90817386-658B99685798-X-380974,Abū Darīsah,أبو دريسة
SDN-942B3923818-658B82603768-X-8384714,Karpoi,
SDN-942B69992162-658B39799222-X-374810,Gimbir,غإمبر
SDN-942B53073919-658B13785953-X-6854118,Al Hajarraj,الهجرّج
SDN-942B11096066-658B61474799-X-379234,Al Kodab,الكودب
SDN-942B2883900-658B55313236-X-364621,Umm Shawkah,أم شوكة
SDN-942B88867350-658B88867350-X-375277,Fyok,فيوك
SDN-942B69992162-658B37698204-X-376796,Damira at Tom,دمر التوم
SDN-942B97861395-658B73116180-X-7029704,Walla,ولّ
SDN-942B80268870-658B42379236-X-380153,Ed Dikka North,الدكّ نورث
SDN-942B11096066-658B87154290-X-6992602,Hillat et Tiresat,Hillat et Tiresat
SDN-942B86275988-658B42232983-X-376444,Dimasoya,دمسوي
SDN-942B6749338-658B87167729-X-370186,Melik en Nasir East,
SDN-942B97552203-658B38442198-X-378310,As Samḩāt,السمحات
SDN-942B51960613-658B15336674-X-368442,Qism Allah,قسم الله
SDN-942B97861395-658B73116180-X-7029595,Tabaldiyya,تبلديّ
SDN-942B89754425-658B55155001-X-6983509,Hillat Hattakab,هلّة هتّكب
SDN-942B51960613-658B51623620-X-6991761,Al Fodab,الفودب
SDN-942B97861395-658B73116180-X-7029640,Hillat Nyaghogha,هلّة نيغوغ
SDN-942B97861395-658B73116180-X-7029712,Kilinge,Kilinge
SDN-942B2883900-658B65143818-X-7029376,Al Lakandi,اللكند
SDN-942B89754425-658B91550251-X-378398,Ashrāf,أشراف
SDN-942B97861395-658B5321418-X-7031447,Ad Drout,الدروت
SDN-942B69992162-658B74043765-X-7028960,Jājera,Jājera
SDN-942B69992162-658B74043765-X-7029067,Al Haraniyya,الهرنيّ
SDN-942B91082353-658B77704874-X-7033678,Hamra,همر
SDN-942B2883900-658B27701575-X-378964,Al ‘Uwaysāb Ibrāhīm,العويساب إبراهيم
SDN-942B11096066-658B86367930-X-366116,Al Tamaniyet,ثمانيات
SDN-942B86275988-658B32902767-X-367087,Shergeila,
SDN-942B86275988-658B32902767-X-367087,Shergeila,
SDN-942B3923818-658B82603768-X-375691,Fado,فدو
SDN-942B82453041-658B54289450-X-370402,Masaleit,
SDN-942B51960613-658B15786683-X-7026186,Al Wali,الول
SDN-942B80268870-658B14038138-X-379034,Al Qulay‘ah,القليعة
SDN-942B6749338-658B2878490-X-373224,Kababish,كببش
SDN-942B51960613-658B59992430-X-367847,Sadarna,سدرن
SDN-942B97861395-658B39263773-X-365384,Umm ‘Abd Allāh,أمّ عبد الله
SDN-942B51960613-658B59992430-X-364271,Wad al Khabīr,ود الخبير
SDN-942B53073919-658B31729364-X-369764,Muḩaylah,محيلة
SDN-942B51960613-658B59992430-X-368253,Radma,ردم
SDN-942B97861395-658B34195442-X-6979611,Kitong,كتونغ
SDN-942B53073919-658B44321525-X-6854180,Al ‘Ibed Musa Wad Ḩāj,Al ‘Ibed Musa Wad Ḩāj
SDN-942B97861395-658B73116180-X-7031433,Al ’Aradeiba,Al ’Aradeiba
SDN-942B69992162-658B61272609-X-379440,Al Ḩammādīyah,الحمّاديّة
SDN-942B1690804-658B59643855-X-365243,Umm Bulli,أمّ بلّ
SDN-942B69992162-658B39799222-X-373261,Junaynah,جنينة
SDN-942B86275988-658B5901406-X-377908,Baggarda,بغغأرد
SDN-942B97861395-658B95846491-X-376345,Dogilli,دوغإلّ
SDN-942B11096066-658B16705481-X-6992689,Hallat al Farajen,Hallat al Farajen
SDN-942B86275988-658B3195466-X-8146011,Mahattayat,مهتّيت
SDN-942B93854462-658B86266976-X-372301,Kododol,
SDN-942B69992162-658B37119158-X-368488,Qafalah,قفلة
SDN-942B53073919-658B31729364-X-370337,Maţmar Ḑahr Juhaynah,مطمر ضهر جهينة
SDN-942B69992162-658B39799222-X-364663,Umm Sawţ,أمّ سوط
SDN-942B53073919-658B31729364-X-7026339,Um Ḩanābel,Um Ḩanābel
SDN-942B86275988-658B7364354-X-367094,Sherab,
SDN-942B53073919-658B95748812-X-7029241,Ad Diḩeshāt,Ad Diḩeshāt
SDN-942B88867350-658B88867350-X-369463,Nainaya,نإني
SDN-942B1690804-658B28872194-X-366899,Sigiro,سغإرو
SDN-942B51960613-658B786718-X-7026580,Al Manwra,المنور
SDN-942B53073919-658B51731802-X-378000,Az Zamalyab,الزمليب
SDN-942B80268870-658B14038138-X-444055,Hillat el Horra,Hillat el Horra
SDN-942B51960613-658B59992430-X-375400,Fennisa,
SDN-942B51960613-658B15336674-X-365457,Uḩaymir,أحيمر
SDN-942B93854462-658B64088994-X-369983,Misterei,
SDN-942B86275988-658B7364354-X-371423,Ligeidiba,
SDN-942B53073919-658B47689734-X-380734,Abū Khudeira,Abu Khudeira
SDN-942B51960613-658B21018606-X-374300,Ḩajlījah,حجليجة
SDN-942B80268870-658B42379236-X-444100,Kadabas,كدباس
SDN-942B97552203-658B56170266-X-377617,Bārūd,بارود
SDN-942B97861395-658B48438192-X-8249460,Tum Tum,تم تم
SDN-942B1690804-658B80869572-X-375028,Gedil,
SDN-942B69992162-658B75251993-X-365088,Umm Gerif,
SDN-942B69992162-658B74043765-X-7029092,Al Ḥarāniyya,Al Ḥarāniyya
SDN-942B93854462-658B23094141-X-379210,Al Kuraynik,الكرينك
SDN-942B97552203-658B471537-X-373635,Ibrāhīm Wad ‘Arabī,إبراهيم ود عربي
SDN-942B97552203-658B56170266-X-369194,Nialota,نألوت
SDN-942B3923818-658B82603768-X-8384713,Bergi,
SDN-942B86275988-658B7364354-X-377337,Birkat Khaḑrā’,بركة خضراء
SDN-942B2883900-658B84828509-X-364043,Wad Ţawīl,ود طويل
SDN-942B80268870-658B49744868-X-365011,Umm Hashima,أمّ هشم
SDN-942B80268870-658B49744868-X-365011,Umm Hashima,أمّ هشم
SDN-942B51960613-658B15786683-X-7026158,Um Daghina,أم دغن
SDN-942B93854462-658B79993469-X-8390138,Keinyo,
SDN-942B53073919-658B51731802-X-6991707,Hillat Dar al Asad,دار الأسد
SDN-942B86275988-658B34506299-X-7036936,Gumdi,غأمد
SDN-942B86275988-658B34506299-X-7036936,Gumdi,
SDN-942B82453041-658B54289450-X-364606,Umm Shujayrah,أمّ شجيرة
SDN-942B6749338-658B87167729-X-369928,Mograkka West,
SDN-942B80268870-658B14038138-X-444054,Mashra el Kitayyab,Mashra el Kitayyab
SDN-942B69992162-658B83593835-X-378318,Aş Şāfiyah,الصافية
SDN-942B51960613-658B51623620-X-7026195,As Salama,السلم
SDN-942B51960613-658B15786683-X-378983,Al Uḩaymirāt,الأحيمرات
SDN-942B97861395-658B73116180-X-7029719,Ajjallaba,أجّلّب
SDN-942B11096066-658B55709038-X-367235,Sharom,شروم
SDN-942B93854462-658B54406774-X-367648,Sania,سانية
SDN-942B97861395-658B26539632-X-365761,Tono,تونو
SDN-942B97552203-658B56170266-X-380690,Abū Mareiqa al Haggar,Abu Mareiqa al Haggar
SDN-942B51960613-658B15336674-X-7026672,Abbakar,أبّكر
SDN-942B91082353-658B94436265-X-365427,Ulu,أل
SDN-942B53073919-658B51731802-X-379081,Al Musallamīyah,المسلّميّة
SDN-942B91082353-658B94436265-X-367532,Sawdā’,سوداء
SDN-942B97861395-658B72272794-X-376983,Chado,
SDN-942B51960613-658B786718-X-7026688,Aţ Ţilesh al Qiresh,Aţ Ţilesh al Qiresh
SDN-942B1690804-658B73360873-X-367768,Şalāḩ ad Dīn,صلاح الدين
SDN-942B97552203-658B471537-X-376797,Dam Gamad,دم غأمد
SDN-942B11096066-658B38962047-X-364961,Umm ‘Īsá,أمّ عيسى
SDN-942B90817386-658B99685798-X-364094,Wad Muzammil,ود مزمل
SDN-942B69992162-658B39799222-X-366334,Ţawīl,طويل
SDN-942B11858188-658B18597122-X-364233,Wad ash Shajarah,ود الشجرة
SDN-942B6749338-658B12204731-X-379020,Al Qurayr,القرير
SDN-942B11858188-658B23760782-X-7029420,Abu Qash,أب قش
SDN-942B93854462-658B67199928-X-8390082,Inderabiro,
SDN-942B91082353-658B77704874-X-379462,Al Ḩajar,الحجر
SDN-942B53073919-658B31729364-X-375003,Gelaga,
SDN-942B53073919-658B51731802-X-376245,Dubaybah,دبيبة
SDN-942B80268870-658B14038138-X-363475,Zeidab North,Zeidab
SDN-942B86275988-658B34506299-X-7036934,Raiya,رإي
SDN-942B3923818-658B82603768-X-8384731,Julonga,جلونغأ
SDN-942B11096066-658B61474799-X-380972,Abū Dawm,أبو دوم
SDN-942B93854462-658B54406774-X-8385480,Farida,فرد
SDN-942B80268870-658B14038138-X-368075,Rigebi,
SDN-942B3923818-658B75219108-X-366390,Tarabo,
SDN-942B91082353-658B90307628-X-376224,Dudiu,ددأ
SDN-942B11096066-658B16705481-X-379444,Al Ḩamdāb,الحمداب
SDN-942B3923818-658B82603768-X-377552,Bayḑā’,بيضاء
SDN-942B51960613-658B59992430-X-370257,Meallayab,
SDN-942B91082353-658B282942-X-370438,Marmiton,مرمتون
SDN-942B51960613-658B15336674-X-377712,Barakāt,بركات
SDN-942B1690804-658B38017091-X-373708,Ḩumayr,حمير
SDN-942B51960613-658B59992430-X-376605,Deim,
SDN-942B93854462-658B79993469-X-375333,Foro Burunga,فورو برنج
SDN-942B93854462-658B34022269-X-377358,Bir Daqiq,بئر دقيق
SDN-942B2883900-658B65201614-X-367893,Ruwina,رون
SDN-942B69992162-658B74043765-X-7028975,Ar Rijela As Sūq,Ar Rijela As Sūq
SDN-942B97552203-658B56170266-X-380492,Abū Shawag,أبو شوغ
SDN-942B51960613-658B15336674-X-7026427,Um Ḩijer,Um Ḩijer
SDN-942B53073919-658B31729364-X-363430,Zireqa,زريقاء
SDN-942B51960613-658B51623620-X-375031,Gedid el ‘Awamra,Gedid el `Awamra
SDN-942B51960613-658B15786683-X-6983205,Ash Shiqeyyab,Ash Shiqeyyab
SDN-942B51960613-658B15786683-X-380898,Abū Ghunaywah,أبو غنيوة
SDN-942B97552203-658B471537-X-376057,Duwaynah,دوينة
SDN-942B93854462-658B67199928-X-373420,Jakok,جكوك
SDN-942B93854462-658B64088994-X-376913,Daballa,
SDN-942B80268870-658B60481889-X-367501,Sayyal Karim ad Din,سيّل كرم الدن
SDN-942B91082353-658B90307628-X-381180,Abbogol,أبّوغول
SDN-942B1690804-658B90950158-X-371842,Kūrī,كوري
SDN-942B86275988-658B5901406-X-372677,Kebkebei,
SDN-942B90817386-658B6286402-X-7024737,Qariah Sittah Arab,قرأة ستّة أرب
SDN-942B69992162-658B39799222-X-367215,Shaţīb,شطيب
SDN-942B86275988-658B15910067-X-7041539,Darmali,درمل
SDN-942B82453041-658B70441121-X-371980,Kulaykilī,كليكلي
SDN-942B2883900-658B55313236-X-364034,Wad ‘Ireki,ود عريكي
SDN-942B80268870-658B60481889-X-443926,El Himerab,El Himerab
SDN-942B1690804-658B26042026-X-363672,Yafila,يفل
SDN-942B1690804-658B26042026-X-363672,Yafila,
SDN-942B2883900-658B65201614-X-366957,Shurayk Nūr,شريك نور
SDN-942B91082353-658B69021719-X-370159,Menze,
SDN-942B86275988-658B7364354-X-8148695,Aqif Ragil,أقف رغإل
SDN-942B69992162-658B39799222-X-375697,Faḑlīyah,فضليّة
SDN-942B1690804-658B72074541-X-376661,Daym Qarad,ديم قرد
SDN-942B93854462-658B84587935-X-373712,Hameida,حميدة
SDN-942B69992162-658B74043765-X-7029026,Al Qoz,القوز
SDN-942B51960613-658B51623620-X-6991691,Hillat Qarash,هلّة قرش
SDN-942B3923818-658B82603768-X-369799,Mugjar,مغجر
SDN-942B91082353-658B90307628-X-380573,Abus,أبس
SDN-942B1690804-658B26042026-X-367278,Shaqq an Nimr,شقّ النمر
SDN-942B51960613-658B21018606-X-7026642,Wad al Majzub,ود المجزب
SDN-942B86275988-658B34506299-X-378553,Arga,أرغأ
SDN-942B86275988-658B34506299-X-378553,Arga,
SDN-942B97861395-658B5321418-X-364608,Umm Shuḩayţah,أمّ شحيطة
SDN-942B2883900-658B65143818-X-372510,Khawr al Fīl,خور الفيل
SDN-942B93854462-658B84587935-X-8384913,Mairo,مإرو
SDN-942B89754425-658B55155001-X-6983573,Hillat Sarobat,هلّة سروبت
SDN-942B3923818-658B20729209-X-8385127,Khor Ramona,خور رمون
SDN-942B91082353-658B282942-X-367054,Shimi,شم
SDN-942B86275988-658B65348086-X-370731,Malamm,ملمّ
SDN-942B11858188-658B75044057-X-370698,Malīḩah,مليحة
SDN-942B1690804-658B38017091-X-367281,Shaqq al Khadir,شقّ الخدر
SDN-942B11096066-658B16705481-X-365137,Omdurman,أم درمان
SDN-942B69992162-658B74043765-X-375631,Fakheig,
SDN-942B1690804-658B32348928-X-380056,Affia,
SDN-942B6749338-658B87589856-X-377781,Banganarti,بنقنارتي قبلي
SDN-942B93854462-658B23094141-X-379954,Agurra,أغأرّ
SDN-942B69992162-658B74043765-X-7029114,‘Idd Al Hijelja,`Idd Al Hijelja
SDN-942B53073919-658B31729364-X-7018725,Um Sineţa,Um Sineţa
SDN-942B53073919-658B95748812-X-373222,Kabājin,كباجن
SDN-942B1690804-658B28872194-X-377322,Birtu,برت
SDN-942B53073919-658B21898088-X-7026050,Ghassil Rijlak,غسّل رجلك
SDN-942B51960613-658B15786683-X-380567,Abū Sa‘īd,أبو سعيد
SDN-942B97861395-658B95846491-X-373321,Jokba,جوكب
SDN-942B80268870-658B49744868-X-443947,Hillat el Fitrab,Hillat el Fitrab
SDN-942B53073919-658B4455443-X-379859,Akafi,أكف
SDN-942B80268870-658B60481889-X-443882,Hillat Wadi Ab Dabi,هلّة ود أب دب
SDN-942B69992162-658B39799222-X-379684,Al ‘Arshah,العرشة
SDN-942B80268870-658B60481889-X-443928,Sayal Karem ed Den,سيل كرم الدن
SDN-942B91082353-658B282942-X-372641,Kelalu,
SDN-942B53073919-658B31729364-X-380428,Abū Tagara,أبو تغأر
SDN-942B91082353-658B282942-X-374574,Gunshur,غأنشر
SDN-942B86275988-658B7364354-X-376773,Dango,دنغو
SDN-942B53073919-658B13785953-X-6854139,Ad Direra,Ad Direra
SDN-942B51960613-658B59992430-X-7026133,Al Mawata,الموت
SDN-942B82453041-658B50409695-X-366885,Silkhalaq,سلخلق
SDN-942B6749338-658B55920549-X-374486,Habarab,هبرب
SDN-942B86275988-658B98788246-X-368925,Nyimeri,
SDN-942B51960613-658B51623620-X-364373,‘Uthmān ‘Alī,عثمان علي
SDN-942B80268870-658B14038138-X-444142,Gaddik,غأدّك
SDN-942B69992162-658B39799222-X-374023,Ḩasab Allāh,حسب الله
SDN-942B97861395-658B5321418-X-7031452,Kurum,كرم
SDN-942B2883900-658B84828509-X-364313,Wad al ‘Abbās,ود العبّاس
SDN-942B11858188-658B23760782-X-375723,Fadal,فدل
SDN-942B86275988-658B26102505-X-364803,Umm Qadd,أمّ قدّ
SDN-942B80268870-658B14038138-X-444128,El Liwes,El Liwes
SDN-942B97861395-658B5321418-X-7001900,Al Bukhas,البخس
SDN-942B2883900-658B65201614-X-376742,Dār as Surūr,دار السرور
SDN-942B91082353-658B90307628-X-380114,Adi,أد
SDN-942B91082353-658B90307628-X-373275,Jumali,جمل
SDN-942B51960613-658B15786683-X-7026225,Al Mi‘ejna ‘Ali Khōjali,Al Mi‘ejna ‘Ali Khōjali
SDN-942B51960613-658B15336674-X-7026655,Sulemān,Sulemān
SDN-942B90817386-658B6286402-X-7024384,Hillat Um Qarqur,هلّة أم قرقر
SDN-942B80268870-658B14038138-X-372343,El Kitayab,El Kitayab;Al Kitēyyāb;Al Kiteyyab
SDN-942B2883900-658B61672055-X-7029382,Arriqeba,Arriqeba
SDN-942B69992162-658B74043765-X-370740,Mallaqat,ملّقت
SDN-942B11096066-658B55709038-X-6992313,Farig Wlad Hessein,Farig Wlad Hessein
SDN-942B1690804-658B80869572-X-365064,Umm Gurru,أمّ غأرّ
SDN-942B69992162-658B61272609-X-379625,Al Beniya,El Beniya
SDN-942B3923818-658B75219108-X-8390228,Barsa,
SDN-942B51960613-658B15336674-X-7026397,Albelawi al Kubra,Albelawi al Kubra
SDN-942B93854462-658B64088994-X-376962,Cherro,
SDN-942B86275988-658B39523457-X-364821,Umm Mushaţţir,أمّ مشطّر
